Record,Date/Time,50,Az(deg),El(deg),TkBB(K),Ch  22.000,Ch  22.234,Ch  22.500,Ch  23.000,Ch  23.034,Ch  23.500,Ch  23.834,Ch  24.000,Ch  24.500,Ch  25.000,Ch  25.500,Ch  26.000,Ch  26.234,Ch  26.500,Ch  27.000,Ch  27.500,Ch  28.000,Ch  28.500,Ch  29.000,Ch  29.500,Ch  30.000
34,04/06/23 00:15:49,51,90.0,19.8,308.394,156.106,160.052,160.525,153.765,154.035,146.432,137.535,132.705,121.189,110.299,101.115,94.254,91.422,86.819,84.903,87.132,88.145,84.163,81.372,80.462,76.899
35,04/06/23 00:16:07,51,90.0,160.2,308.395,160.127,163.934,164.105,158.046,158.063,150.698,141.571,137.664,126.135,114.801,105.135,98.83,95.618,90.495,88.387,90.547,96.497,87.886,85.352,82.68,80.141
37,04/06/23 00:16:31,51,135.0,19.8,308.393,157.688,162.024,161.576,155.386,155.511,147.597,138.666,134.268,122.368,110.807,101.451,95.044,91.749,86.957,85.109,86.948,120.836,85.119,82.804,80.277,77.309
38,04/06/23 00:16:48,51,135.0,160.2,308.392,163.214,166.633,167.358,160.807,161.134,154.182,145.572,139.484,129.148,117.539,108.545,101.022,97.812,92.768,91.231,92.606,92.73,89.357,87.789,84.998,82.274
41,04/06/23 00:18:42,51,0.0,19.8,308.423,158.336,161.6,161.825,156.148,155.588,148.871,139.993,134.17,123.164,112.473,103.932,97.223,93.418,89.346,86.292,89.298,89.526,86.542,84.193,82.48,78.613
42,04/06/23 00:19:00,51,0.0,90.0,308.428,70.87,74.006,74.342,69.82,70.372,67.202,60.999,58.266,52.039,45.984,42.165,38.527,36.826,33.773,34.156,39.548,43.573,41.284,39.528,37.646,33.712
43,04/06/23 00:19:17,51,0.0,160.2,308.435,160.44,164.55,164.818,158.55,158.465,151.644,142.286,137.067,125.37,114.468,105.691,97.459,94.495,90.478,87.625,89.911,178.072,87.898,84.927,82.434,79.382
44,04/06/23 00:19:41,51,45.0,19.8,308.445,157.17,160.742,161.07,154.971,155.232,147.763,139.44,133.302,122.729,111.827,102.714,96.382,92.764,88.599,86.126,88.537,89.257,85.943,83.556,81.693,78.774
45,04/06/23 00:19:59,51,45.0,160.2,308.454,158.685,162.191,162.919,157.148,157.098,149.292,140.844,135.812,124.867,113.815,104.489,97.006,93.932,89.434,86.578,89.535,138.726,86.575,83.808,81.862,79.564
47,04/06/23 00:20:23,51,90.0,19.8,308.462,157.264,160.839,161.354,154.629,154.735,147.004,138.341,133.32,121.679,111.037,102.566,95.113,91.621,87.776,84.467,87.118,88.73,85.079,82.495,80.765,77.698
48,04/06/23 00:20:40,51,90.0,160.2,308.464,162.046,165.306,165.636,160.311,160.285,153.283,144.411,140.891,127.949,116.148,107.824,100.788,97.8,92.928,89.818,91.606,100.181,88.949,87.162,84.817,81.736
50,04/06/23 00:21:04,51,135.0,19.8,308.475,156.378,160.204,160.466,154.232,154.677,147.489,138.264,133.348,121.786,110.666,102.016,94.799,91.718,86.994,84.849,86.966,123.473,84.997,82.474,79.749,76.946
51,04/06/23 00:21:22,51,135.0,160.2,308.485,164.371,168.358,168.624,162.741,162.773,155.693,146.726,140.724,129.807,119.008,109.771,102.075,98.532,94.201,91.064,94.107,93.961,90.843,88.176,86.168,82.915
54,04/06/23 00:23:16,51,0.0,19.8,308.523,158.523,162.649,162.878,156.383,156.233,149.473,140.02,134.953,123.082,112.633,103.806,97.479,93.657,89.73,87.645,89.385,89.786,86.371,84.21,81.875,78.941
55,04/06/23 00:23:33,51,0.0,90.0,308.532,71.341,74.141,74.01,69.997,70.236,67.422,61.035,58.231,51.874,46.078,42.473,39.092,36.892,34.542,34.796,39.223,43.991,41.53,39.229,37.254,32.849
56,04/06/23 00:23:51,51,0.0,160.2,308.538,162.577,165.845,166.703,160.231,160.361,153.116,143.418,138.469,126.646,115.784,107.034,99.177,96.533,91.777,89.545,90.626,174.199,88.263,85.764,83.378,80.191
57,04/06/23 00:24:14,51,45.0,19.8,308.55,158.252,162.345,162.67,155.925,155.741,149.346,140.013,134.767,122.681,112.618,103.75,97.075,93.111,88.839,86.551,88.601,89.351,86.294,83.297,81.131,78.765
58,04/06/23 00:24:32,51,45.0,160.2,308.555,159.314,162.9,163.34,157.177,157.449,150.556,140.729,136.831,124.689,113.443,104.733,97.027,94.552,89.849,87.785,89.734,134.476,86.826,84.38,82.324,79.216
60,04/06/23 00:24:55,51,90.0,19.8,308.563,156.551,160.471,160.794,154.028,154.422,146.735,137.327,132.603,121.271,110.356,101.45,94.946,90.989,87.251,85.289,86.983,88.136,84.76,82.007,80.193,76.553
61,04/06/23 00:25:13,51,90.0,160.2,308.571,162.185,165.365,165.847,160.239,159.758,153.504,144.275,141.019,127.756,116.871,107.596,100.226,96.915,92.691,90.313,91.754,97.136,89.093,86.71,84.502,81.178
63,04/06/23 00:25:35,51,135.0,19.8,308.576,155.901,160.218,160.543,154.106,153.979,146.601,137.295,133.729,120.713,110.259,101.176,94.435,91.128,87.037,84.649,86.258,116.141,84.18,81.662,79.953,76.77
64,04/06/23 00:25:53,51,135.0,160.2,308.577,164.426,168.13,169.035,162.867,162.751,155.733,146.5,141.347,129.767,118.396,109.626,102.429,98.867,94.1,92.011,93.513,93.647,90.966,88.108,86.107,82.446
67,04/06/23 00:27:47,51,0.0,19.8,308.581,158.486,162.168,162.973,157.168,156.659,149.814,140.839,135.279,123.574,112.907,104.483,97.782,94.085,90.066,87.123,89.048,89.148,87.491,84.027,82.446,78.267
68,04/06/23 00:28:05,51,0.0,90.0,308.58,71.637,74.891,74.52,71.024,70.813,68.125,62.762,60.019,52.176,45.721,43.276,39.363,37.472,35.381,35.225,40.966,44.811,42.09,39.562,38.596,33.585
69,04/06/23 00:28:22,51,0.0,160.2,308.582,162.693,166.805,166.972,161.203,160.882,154.208,144.792,140.35,127.549,115.302,107.183,99.812,96.822,92.224,89.167,91.778,171.269,89.339,86.836,84.379,81.216
70,04/06/23 00:28:45,51,45.0,19.8,308.579,156.883,161.172,161.438,155.765,154.977,148.628,138.991,133.57,122.476,111.189,102.594,96.459,92.976,88.332,85.659,88.268,88.953,85.276,83.206,80.834,78.079
71,04/06/23 00:29:03,51,45.0,160.2,308.576,160.296,164.319,164.733,158.996,158.356,151.542,142.673,138.197,126.041,114.767,106.029,98.957,95.673,91.562,88.265,91.142,139.904,88.206,85.461,83.095,80.599
73,04/06/23 00:29:26,51,90.0,19.8,308.576,156.107,159.811,160.383,154.613,153.908,146.952,137.749,132.784,121.004,109.791,101.654,94.88,90.867,87.15,84.451,86.829,87.838,84.09,82.002,80.181,77.157
74,04/06/23 00:29:44,51,90.0,160.2,308.575,161.741,165.407,165.757,160.99,160.222,153.579,144.382,141.802,128.293,116.187,107.811,100.482,97.466,93.278,89.857,92.132,97.069,89.417,87.34,85.23,82.088
76,04/06/23 00:30:07,51,135.0,19.8,308.572,155.745,159.638,160.084,154.678,153.281,147.069,137.574,133.662,120.514,109.817,101.367,95.025,90.896,87.105,84.095,86.416,118.591,84.564,82.075,79.588,77.129
77,04/06/23 00:30:25,51,135.0,160.2,308.568,162.276,166.539,166.835,161.728,160.939,154.182,144.971,139.842,128.121,116.322,108.494,101.123,97.34,93.364,90.74,93.143,93.555,90.461,88.165,85.401,82.788
80,04/06/23 00:32:19,51,0.0,19.8,308.56,160.615,164.3,164.507,158.555,158.294,151.261,142.107,137.556,125.628,114.618,105.466,98.3,95.305,90.675,88.579,91.034,90.705,86.964,86.232,83.421,79.988
81,04/06/23 00:32:37,51,0.0,90.0,308.563,70.252,72.173,72.518,68.452,68.712,66.261,60.14,58.136,50.362,44.996,41.851,37.368,36.142,33.09,34.077,39.515,42.791,40.343,39.203,36.979,32.172
82,04/06/23 00:32:54,51,0.0,160.2,308.567,163.897,167.707,167.486,161.66,161.834,154.244,144.894,140.034,128.915,116.842,107.895,99.992,97.024,92.277,90.644,92.465,176.13,88.328,87.125,85.01,80.921
83,04/06/23 00:33:17,51,45.0,19.8,308.567,156.451,160.214,159.874,153.733,153.709,147.16,137.951,132.927,121.675,110.945,101.697,94.996,91.969,87.4,85.614,87.929,88.462,84.88,83.046,80.403,77.013
84,04/06/23 00:33:36,51,45.0,160.2,308.567,160.955,164.435,165.054,158.57,158.364,151.842,143.324,138.722,126.484,115.358,106.541,98.572,95.933,91.232,89.475,91.436,137.574,87.993,86.342,83.804,80.274
86,04/06/23 00:33:59,51,90.0,19.8,308.567,155.986,159.952,159.837,153.647,153.392,146.763,137.865,132.34,121.401,110.328,101.108,94.054,90.726,86.566,84.432,86.994,87.725,83.586,82.081,79.983,76.452
87,04/06/23 00:34:17,51,90.0,160.2,308.565,160.599,164.348,164.503,159.034,159.243,152.874,143.69,140.096,127.802,115.967,107.309,99.346,96.812,92.271,89.741,92.029,97.842,88.328,87.158,84.629,81.235
89,04/06/23 00:34:40,51,135.0,19.8,308.565,154.449,157.999,158.149,152.264,152.183,145.14,136.317,132.228,119.73,108.886,100.25,93.009,90.334,85.599,84.058,85.865,116.299,83.118,81.514,78.785,75.704
90,04/06/23 00:34:58,51,135.0,160.2,308.562,164.437,167.788,168.158,161.886,162.085,155.608,146.95,141.964,130.275,118.14,109.792,101.806,98.65,94.009,91.849,93.774,94.061,90.124,88.503,86.371,83.111
93,04/06/23 00:36:52,51,0.0,19.8,308.568,160.575,164.093,164.566,158.922,158.036,151.781,142.803,136.776,125.326,114.27,105.075,98.261,95.421,90.496,87.89,89.863,90.5,86.724,84.679,83.34,79.967
94,04/06/23 00:37:10,51,0.0,90.0,308.57,71.326,74.485,74.322,70.297,70.172,67.928,62.089,59.772,52.458,45.517,41.906,38.317,36.518,34.236,34.656,40.205,43.667,40.845,39.445,38.7,34.052
95,04/06/23 00:37:27,51,0.0,160.2,308.571,163.678,167.272,167.576,161.909,161.754,155.096,145.302,140.354,128.317,117.026,107.896,101.004,97.2,93.059,90.648,92.78,171.821,89.394,86.487,84.941,81.54
96,04/06/23 00:37:51,51,45.0,19.8,308.574,154.827,158.687,158.571,152.837,152.271,146.158,136.649,131.819,119.937,109.658,100.336,93.975,90.525,86.585,84.502,85.928,87.417,83.359,80.968,79.73,77.239
97,04/06/23 00:38:10,51,45.0,160.2,308.577,162.375,165.855,165.834,160.392,160.327,153.399,144.271,139.94,128.161,116.724,107.455,100.009,96.734,92.416,90.598,91.907,138.133,89.405,86.399,85.036,81.154
99,04/06/23 00:38:33,51,90.0,19.8,308.579,157.039,160.958,160.71,154.949,154.899,148.009,138.531,133.982,121.74,111.343,101.571,95.521,91.901,87.408,85.54,87.294,89.016,84.958,82.338,81.283,77.943
100,04/06/23 00:38:51,51,90.0,160.2,308.577,162.399,166.042,165.861,160.559,160.323,154.216,145.145,142.005,128.685,117.235,107.933,101.069,97.751,93.109,90.734,93.043,97.263,89.977,87.462,85.677,82.1
102,04/06/23 00:39:14,51,135.0,19.8,308.577,154.998,158.147,158.133,152.56,152.555,146.229,136.44,132.779,120.34,109.359,99.912,94.032,90.389,86.313,84.814,86.453,120.588,84.393,81.727,79.52,76.749
103,04/06/23 00:39:32,51,135.0,160.2,308.576,164.712,167.938,168.356,162.913,163.283,156.095,146.78,141.624,129.603,118.615,109.212,102.231,98.416,93.974,91.833,93.316,94.191,90.278,87.983,85.832,83.25
106,04/06/23 00:41:26,51,0.0,19.8,308.596,160.285,163.822,164.176,157.911,157.577,150.808,142.026,136.608,125.464,113.87,104.742,98.379,93.94,89.464,86.97,89.97,90.469,86.46,84.81,81.982,79.449
107,04/06/23 00:41:44,51,0.0,90.0,308.607,70.729,73.741,73.379,69.45,69.936,67.092,61.641,58.988,51.37,45.384,41.931,38.906,36.912,33.802,34.72,39.787,44.141,40.429,39.73,38.114,33.383
108,04/06/23 00:42:01,51,0.0,160.2,308.607,162.679,166.345,166.623,160.368,160.178,153.12,144.252,138.687,127.37,115.6,107.414,100.027,95.582,92.34,88.774,91.792,171.844,88.822,86.156,83.729,80.784
109,04/06/23 00:42:25,51,45.0,19.8,308.611,152.868,156.478,156.637,150.512,150.367,144.045,134.595,129.84,118.557,108.153,99.128,92.211,88.928,84.697,82.11,85.564,86.505,82.614,80.387,78.489,75.255
110,04/06/23 00:42:43,51,45.0,160.2,308.613,162.073,165.353,165.76,160.506,159.953,153.851,144.33,139.194,127.951,116.292,107.644,100.582,96.881,92.388,89.898,92.487,140.784,88.037,87.562,83.963,82.171
112,04/06/23 00:43:06,51,90.0,19.8,308.615,154.038,157.706,157.882,151.919,151.398,145.07,135.551,130.93,119.094,108.661,99.553,93.484,89.045,85.08,83.105,85.501,87.01,83.338,81.855,78.316,75.807
113,04/06/23 00:43:24,51,90.0,160.2,308.613,162.671,166.127,166.546,160.782,160.639,154.486,145.384,142.417,128.934,117.229,108.609,101.105,97.561,93.242,90.211,93.363,99.365,89.665,87.815,84.788,82.048
115,04/06/23 00:43:47,51,135.0,19.8,308.621,155.6,158.832,159.438,153.525,152.951,146.455,137.539,133.666,121.175,109.931,101.454,94.423,91.155,86.516,84.802,86.932,116.715,84.134,82.336,79.453,76.883
116,04/06/23 00:44:05,51,135.0,160.2,308.621,164.728,167.994,168.54,162.515,162.8,156.383,147.105,141.898,130.205,118.724,110.155,102.645,98.438,94.141,91.373,94.043,94.047,90.588,88.13,85.611,82.833
119,04/06/23 00:45:59,51,0.0,19.8,308.649,160.175,164.096,163.387,157.778,157.735,151.144,141.917,136.673,125.53,113.976,104.965,97.902,94.512,89.919,88.119,89.652,89.545,86.522,84.346,81.85,79.376
120,04/06/23 00:46:17,51,0.0,90.0,308.655,69.672,72.861,72.288,69.347,69.045,67.032,60.861,58.08,51.476,45.056,41.138,38.093,35.865,33.503,34.507,39.503,42.719,40.409,38.877,37.237,32.561
121,04/06/23 00:46:34,51,0.0,160.2,308.66,162.043,165.818,165.534,159.817,159.332,152.477,143.309,138.26,126.84,115.509,106.624,98.86,95.718,91.556,89.768,91.544,168.669,88.355,85.772,83.827,81.019
122,04/06/23 00:46:58,51,45.0,19.8,308.667,153.294,156.413,155.623,150.518,150.026,143.967,134.946,129.366,118.735,107.603,98.512,92.59,88.964,84.195,83.198,85.186,85.666,82.855,80.585,78.186,75.095
123,04/06/23 00:47:16,51,45.0,160.2,308.676,161.417,165.217,164.723,160.489,159.229,152.929,143.618,139.12,127.709,115.703,106.447,99.205,96.441,91.764,90.437,91.874,137.444,88.974,86.209,84.018,81.546
125,04/06/23 00:47:39,51,90.0,19.8,308.683,154.262,158.099,157.614,152.037,151.938,144.602,135.896,131.187,120.077,109.212,99.631,93.073,89.935,86.205,83.848,86.186,87.181,83.617,80.991,78.659,76.505
126,04/06/23 00:47:57,51,90.0,160.2,308.687,162.271,166.629,165.775,161.319,160.772,153.872,144.923,142.635,128.734,117.246,108.569,100.643,97.876,93.249,91.038,93.054,100.304,89.583,87.179,84.761,82.666
128,04/06/23 00:48:20,51,135.0,19.8,308.69,154.338,158.608,157.958,152.467,152.336,145.557,135.956,132.666,119.79,108.928,99.83,92.893,90.089,85.298,84.24,85.834,117.109,83.473,80.4,78.599,76.124
129,04/06/23 00:48:38,51,135.0,160.2,308.697,165.468,169.416,168.875,164.013,163.456,156.966,147.405,141.715,130.802,118.949,109.553,102.241,98.7,94.216,92.644,94.109,94.148,91.275,88.46,86.612,83.165
132,04/06/23 00:50:32,51,0.0,19.8,308.699,160.044,162.791,163.193,156.837,156.733,150.494,140.999,135.567,124.401,113.185,103.854,98.234,94.279,89.25,86.979,88.882,89.837,86.647,83.755,82.549,79.09
133,04/06/23 00:50:49,51,0.0,90.0,308.705,70.603,72.671,72.82,69.23,69.426,66.428,60.399,56.881,51.552,44.728,41.166,38.401,36.032,33.689,33.76,38.584,43.421,40.982,38.168,37.44,32.423
134,04/06/23 00:51:07,51,0.0,160.2,308.71,161.873,164.427,165.567,159.141,158.63,152.087,142.364,137.3,126.474,114.988,106.725,99.036,95.943,90.935,88.22,90.741,170.414,88.228,85.066,83.765,80.264
135,04/06/23 00:51:30,51,45.0,19.8,308.712,153.707,156.832,156.953,151.0,150.319,144.176,134.495,129.451,118.965,107.852,98.524,92.685,89.22,84.616,82.47,85.519,86.452,83.217,80.429,79.027,75.484
136,04/06/23 00:51:48,51,45.0,160.2,308.714,161.949,164.597,165.104,159.621,159.184,153.092,143.404,137.96,127.405,115.823,106.955,100.675,97.023,91.712,88.986,91.409,142.531,89.173,85.964,83.78,81.267
138,04/06/23 00:52:12,51,90.0,19.8,308.716,155.577,158.65,158.94,152.302,151.932,145.823,136.083,130.87,120.194,108.938,99.989,94.589,90.695,86.232,83.758,85.924,87.745,83.787,81.037,80.104,76.221
139,04/06/23 00:52:30,51,90.0,160.2,308.713,162.637,165.01,165.694,159.804,159.47,153.229,143.522,139.134,127.789,116.298,106.753,99.96,97.378,92.072,89.489,91.437,96.727,88.383,86.458,85.073,81.426
141,04/06/23 00:52:53,51,135.0,19.8,308.714,155.533,158.312,158.144,152.391,151.744,145.143,136.261,131.869,119.914,108.953,99.949,93.672,89.95,85.599,83.075,85.869,120.736,84.023,81.42,79.312,76.596
142,04/06/23 00:53:11,51,135.0,160.2,308.713,166.721,169.738,170.16,164.614,164.239,157.564,147.677,142.271,131.516,119.236,109.954,103.432,100.287,94.696,91.856,94.353,95.411,91.565,88.74,87.291,83.558
145,04/06/23 00:55:04,51,0.0,19.8,308.733,157.847,160.939,160.863,154.98,154.449,148.443,138.928,134.025,122.952,111.517,102.044,95.349,91.703,88.012,86.01,88.594,89.075,85.78,83.149,80.358,78.101
146,04/06/23 00:55:22,51,0.0,90.0,308.743,71.354,73.953,73.588,69.493,69.457,67.521,60.986,58.666,51.976,45.112,41.731,37.436,36.127,34.228,33.962,40.313,44.044,41.544,38.395,37.166,33.979
147,04/06/23 00:55:40,51,0.0,160.2,308.752,160.207,163.726,163.736,157.792,156.936,150.912,141.327,136.095,125.139,112.943,104.212,97.237,93.546,89.607,87.397,90.63,166.428,87.099,84.282,82.463,80.323
148,04/06/23 00:56:03,51,45.0,19.8,308.767,153.464,156.218,156.891,150.462,149.785,143.894,134.618,129.227,118.74,107.165,98.177,92.263,88.494,84.095,83.055,85.744,85.81,82.893,80.458,78.92,75.43
149,04/06/23 00:56:21,51,45.0,160.2,308.773,161.337,164.328,164.966,159.607,158.786,153.047,143.981,138.712,127.385,115.817,106.969,99.788,96.257,91.911,89.056,92.179,140.266,89.289,85.949,84.306,81.307
151,04/06/23 00:56:45,51,90.0,19.8,308.784,156.788,159.587,160.541,154.079,153.514,147.418,138.211,132.947,121.591,110.856,101.993,95.243,91.652,88.282,85.762,88.211,89.243,85.972,82.68,81.516,78.478
152,04/06/23 00:57:03,51,90.0,160.2,308.79,161.217,163.232,164.242,158.699,157.991,152.51,142.813,140.103,127.055,115.084,106.303,98.364,95.535,91.113,89.045,91.211,96.512,87.719,85.221,83.665,81.011
154,04/06/23 00:57:26,51,135.0,19.8,308.798,154.925,158.031,158.479,152.212,151.768,145.934,136.232,132.208,120.31,108.993,100.309,93.09,89.652,86.391,84.063,86.444,114.637,84.167,80.926,79.651,76.03
155,04/06/23 00:57:44,51,135.0,160.2,308.802,166.024,168.596,169.126,163.615,163.292,156.665,146.867,141.714,131.012,118.977,109.821,102.795,98.574,93.836,91.703,93.926,93.509,90.827,88.131,85.882,82.928
158,04/06/23 00:59:38,51,0.0,19.8,308.807,158.334,161.636,162.149,156.072,156.202,149.195,140.387,134.683,123.735,112.345,104.401,96.687,93.769,90.01,86.875,88.672,89.748,86.134,83.701,81.535,78.741
159,04/06/23 00:59:55,51,0.0,90.0,308.808,70.995,73.084,73.882,69.186,69.618,66.709,60.524,57.364,51.522,44.726,41.446,38.6,36.197,34.289,34.501,39.545,43.907,40.828,39.594,37.25,33.245
160,04/06/23 01:00:13,51,0.0,160.2,308.807,159.827,163.256,163.674,157.733,157.31,149.789,141.082,135.581,124.62,112.993,104.53,96.898,94.874,90.499,87.772,90.133,173.516,87.623,84.546,81.725,79.616
161,04/06/23 01:00:37,51,45.0,19.8,308.802,153.426,156.766,157.255,150.495,150.725,143.585,134.659,129.122,118.471,107.436,99.369,92.36,89.295,85.267,82.079,84.897,86.139,82.135,80.917,77.785,75.777
162,04/06/23 01:00:55,51,45.0,160.2,308.796,160.921,164.694,164.893,159.585,159.594,152.727,143.999,138.461,126.91,115.754,107.095,99.442,96.884,92.912,89.344,92.322,138.982,89.236,86.178,83.994,81.322
164,04/06/23 01:01:18,51,90.0,19.8,308.788,155.4,159.121,159.314,153.225,153.124,145.9,137.204,131.923,120.703,110.027,101.483,94.341,91.277,87.522,84.998,87.295,88.69,84.757,82.782,80.587,77.569
165,04/06/23 01:01:36,51,90.0,160.2,308.779,160.038,163.555,164.033,158.861,158.044,151.697,142.578,139.482,126.36,114.589,106.654,99.146,95.88,92.231,88.456,91.045,95.26,87.691,85.115,82.827,80.187
167,04/06/23 01:01:59,51,135.0,19.8,308.771,152.36,156.523,156.9,150.768,150.613,143.136,134.933,130.159,118.419,107.69,99.024,92.309,88.766,85.081,82.281,85.317,119.673,82.453,80.754,78.624,75.144
168,04/06/23 01:02:17,51,135.0,160.2,308.764,164.735,168.547,169.045,163.121,162.839,155.783,147.123,141.243,130.642,118.341,109.779,102.208,98.953,95.034,91.635,93.937,93.947,90.609,88.635,86.24,83.226
171,04/06/23 01:04:11,51,0.0,19.8,308.718,156.211,160.192,160.018,154.667,153.782,146.968,138.319,132.952,121.8,111.932,102.824,95.738,92.171,88.047,85.724,88.108,88.093,84.927,82.308,81.198,78.127
172,04/06/23 01:04:28,51,0.0,90.0,308.718,70.6,73.278,72.639,69.223,69.337,66.542,61.027,57.39,50.973,45.303,41.514,37.55,36.407,33.481,34.69,40.246,42.915,40.695,38.745,37.402,32.863
173,04/06/23 01:04:45,51,0.0,160.2,308.712,160.255,163.608,163.655,158.271,157.527,150.781,141.866,136.185,125.047,114.416,106.185,98.221,95.382,90.348,88.046,90.972,163.576,88.046,85.381,83.355,79.806
174,04/06/23 01:05:09,51,45.0,19.8,308.704,152.848,156.397,156.68,150.966,150.168,143.446,134.603,128.87,117.804,107.627,98.975,92.05,89.04,84.298,81.596,85.431,85.896,82.486,79.92,78.429,75.078
